substrate,all_predictions,metabolite
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C(NO)C=C1)CO|ClC(Cl)C(=O)N[C@@H]([C@H](OC1OC(C(O)=O)C(C(C1O)O)O)C2=CC=C([N+](=O)[O-])C=C2)CO|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)COC2OC(C(O)=O)C(C(C2O)O)O|ClC(Cl)C(=O)N[C@@H]([C@H](OS(O)(=O)=O)C1=CC=C([N+](=O)[O-])C=C1)CO|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C(N=O)C=C1)CO|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C=O|ClC(Cl)(C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)CO)O|C(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)CO|ClC(Cl)C(=O)N[C@@H]([C@H](O)C1=CC=C([N+](=O)[O-])C=C1)COS(O)(=O)=O,Nc1ccc([C@@H](O)[C@H](N)CO)cc1|O=C(N[C@H](CO[C@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](COC1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|CC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|CC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1|N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|CC(=O)Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1|CCCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(NC(CO)C(=O)c1ccc(NO)cc1)C(Cl)Cl|O=[N+]([O-])c1ccc([C@@H](O)CCO)cc1|O=C(N[C@H](COS(=O)(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCS(C1=NC(NC2CC2C3=CC=C(F)C(F)=C3)=C4N=NN(C5CC(OCCO)C(O)C5O)C4=N1)=O|CCCSC1=NC(NC2(CC2C3=CC=C(F)C(F)=C3)O)=C4N=NN(C5CC(OCCO)C(O)C5O)C4=N1|CCC(SC1=NC(NC2CC2C3=CC=C(F)C(F)=C3)=C4N=NN(C5CC(OCCO)C(O)C5O)C4=N1)O|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3OC4OC(C(O)=O)C(C(C4O)O)O)C(N[C@@H]5C[C@H]5C6=CC=C(F)C(F)=C6)=N1|C=CCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=C(C=C(F)C(F)=C5)O)=N1|C1(C[C@H]1C2=CC=C(F)C(F)=C2)=O|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4CC4(C5=CC=C(F)C(F)=C5)O)=N1|C(C=O)O|C(CO)O|C(CCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1)O|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C([C@H]4C5=CC=C(F)C(F)=C5)O)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](OC4OC(C(O)=O)C(C(C4O)O)O)[C@H]3O)C(N[C@@H]5C[C@H]5C6=CC=C(F)C(F)=C6)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCOC4OC(C(O)=O)C(C(C4O)O)O)[C@@H](O)[C@H]3O)C(N[C@@H]5C[C@H]5C6=CC=C(F)C(F)=C6)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5O)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCC=O)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CC(CSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1)O|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCOS(O)(=O)=O)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCC[S+](C1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1)C|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](OS(O)(=O)=O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCCS(C1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1)=O|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3OS(O)(=O)=O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3CC([C@@H](O)[C@H]3O)=O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C(N[C@@H]4C[C@H]4C5=CC(=C(F)C(F)=C5)O)=N1|CCCSC1=NC2=C(N=NN2[C@@H]3C([C@H](OCCO)[C@@H](O)[C@H]3O)O)C(N[C@@H]4C[C@H]4C5=CC=C(F)C(F)=C5)=N1,CCCSc1nc(N)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1|CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCC1=CC=C(CCC(N)(CO)COC2OC(C(O)=O)C(C(C2O)O)O)C=C1|CCCCCCCCC1=CC=C(C(CC(N)(CO)CO)O)C=C1|C(CCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1)O|CCCCCCCCC1=CC=C(CCC(N)(CO)C=O)C=C1|CC(CCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1)O|C=CCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1|CCCCCCCCC1=CC=C(CCC(N)(CO)COS(O)(=O)=O)C=C1|CCCCCCCC(C1=CC=C(CCC(N)(CO)CO)C=C1)O|CCC(CCCCCC1=CC=C(CCC(N)(CO)CO)C=C1)O,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1|CCCCCCCCc1ccc(CCC(N)(CO)CO[PH](=O)(=O)O)cc1|CCCCCCCCc1ccc(CC[C@](N)(CO)CO[PH](=O)(=O)O)cc1|NC(CO)(CO)CCc1ccc(CCCCCC(=O)O)cc1
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](CO)OC4=O)C(=C3F)O)C=N2)=N1|CN1N=NC(C2=CC=C(C3=C(C=C(N4C[C@H](CO)OC4=O)C=C3F)O)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC(=C(N4C[C@H](CO)OC4=O)C=C3F)O)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](CO)OC4=O)C=C3F)C=[N+]2C5OC(C(O)C(O)C5O)C(O)=O)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](C=O)OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](CO)OC4=O)C=C3F)C=[N+]2[O-])=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](COC5OC(C(O)=O)C(C(C5O)O)O)OC4=O)C=C3F)C=N2)=N1|CN1N=NC(C2=CC=C(C3=CC=C(N4C([C@H](CO)OC4=O)O)C=C3F)C=N2)=N1|N1(N=NC(C2=CC=C(C3=CC=C(N4CC(CO)OC4=O)C=C3F)C=N2)=N1)CO|CN1N=NC(C2=CC=C(C3=CC=C(N4C[C@H](COS(O)(=O)=O)OC4=O)C=C3F)C=N2)=N1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)([O-])[O-])OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4CC(C(=O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)(O)O)OC4=O)cc3F)cn2)n1|O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,None,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O
Clc1ccc(CCCOCCCN2CCCCC2)cc1,C1CCN(CC1)CCCO|C1CCN(CC1)CC(COCCCC2=CC=C(C=C2)Cl)O|C(CCOCCCC1=CC=C(C=C1)Cl)=O|C1CC=[N+](CC1)CCCOCCCC2=CC=C(C=C2)Cl|N1CCCCC1|C(CCNCCCOCCCC1=CC=C(C=C1)Cl)CC(O)=O|C1CCN(CC1)CCCOCCCC2=CC(=C(C=C2)Cl)O|C1CCN(CC1)CCCOCC(CC2=CC=C(C=C2)Cl)O|OCCCC1=CC=C(C=C1)Cl|C1CCN(CC1)CCC=O|C1CCN(CC1)CCCOCCC(C2=CC=C(C=C2)Cl)O|C1CCN(CC1)CCCOC(CCC2=CC=C(C=C2)Cl)O|C1CC[N+](CC1)(CCCOCCCC2=CC=C(C=C2)Cl)[O-]|C1CC(N(CC1)CCCOCCCC2=CC=C(C=C2)Cl)O|C1CCN(CC1)C(CCOCCCC2=CC=C(C=C2)Cl)O|C1CCN(CC1)CCC(OCCCC2=CC=C(C=C2)Cl)O|C1CCN(CC1)CCCOCCCC2=C(C=C(C=C2)Cl)O|C1C(CN(CC1)CCCOCCCC2=CC=C(C=C2)Cl)O|C(CCC1=CC=C(C=C1)Cl)=O,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1|O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1
NC(=O)c1nc(F)cnc1O,NC(=O)C1=NC(F)=CN=C1OC2OC(C(O)C(O)C2O)C(O)=O|NC(=O)C1=NC(F)=C(N=C1O)O,NC(=O)c1nc(F)c(O)nc1O
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,C(CN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5)O|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(CO)C=C(C)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5C(COCC5)O|N(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(C(N3CCOCC3)O)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CCNC1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C|CCN(C1=CC(C2=CC=C(CN3C(COCC3)O)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC(=C(C)C=C(C)N)C(=O)O)=C1C)C4CCOCC4|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1CO)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(CO)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC45C(C)(C=C(C)NC4=O)O5)=C1C)C6CCOCC6|CCN(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5(CCOCC5)O|N1CCOCC1|CCN(C1=CC(C2=CC=C(C=O)C=C2)=CC(C(=O)NCC3=C(C)C=C(C)NC3=O)=C1C)C4CCOCC4|CCN(C1=CC(C2=CC=C(C[N+]3(CCOCC3)[O-])C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CCN(C1=CC(C2=CC=C(CN3CC(OCC3)O)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5|CC=O|CC(N(C1=CC(C2=CC=C(CN3CCOCC3)C=C2)=CC(C(=O)NCC4=C(C)C=C(C)NC4=O)=C1C)C5CCOCC5)O|C1(CCOCC1)=O,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)C1=C(CSC2=CC=CC=C2)NC3=CC(Br)=C(O)C(CN(C)C)=C13|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=C(C(Br)=C(O)C(CN(C)C)=C13)O|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(C=O)=C13|CCOC(=O)C1=C(CS(=O)C2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13|CNC|O=C|CCOC(=O)C1=C(CSC2=CC=C(C=C2)O)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(C[N+](C)(C)[O-])=C13|CCOC(=O)C1=C(C[S+](C2=CC=CC=C2)C)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13|C(COC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13)O|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(CNC)=C13|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(OC4OC(C(O)C(O)C4O)C(O)=O)C(CN(C)C)=C13|CCO|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(C[N+](C)(C)C4OC(C(O)=O)C(C(C4O)O)O)=C13|CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(C(N(C)C)O)=C13|OC(=O)C1=C(CSC2=CC=CC=C2)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13|CCOC(=O)C1=C(C(SC2=CC=CC=C2)O)N(C)C3=CC(Br)=C(O)C(CN(C)C)=C13,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12|CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12|CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12|CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12|CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)[O-])c(CN(C)C)c12|CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CN(C)C)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CN(C)C)c12|CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12|CCOC(=O)c1c(CSc2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12|CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12|CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)[O-])c(CN(C)C)c12|CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CN(C)C)c12
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,N(C)(C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(=N)N)C=C2)C=C1)CO|CN(C)C(=O)COC(=O)C(C1=CC=C(OC(=O)C2=CC=C(NC(=N)N)C=C2)C=C1)O|N=C(N)NC1=CC=C(C(=O)OC2=CC=C(CC(=O)O)C=C2)C=C1|N=C(N)NC1=CC=C(C(=O)O)C=C1|N(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(=N)N)C=C2)C=C1|CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(=NO)N)C=C2)C=C1|O=C|CN(C)C(=O)CO|CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)O,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(=O)OC(C[N+](C)(C)C)CC([O-])=O|N[C@@H](CC1=CC(O)=C(OC2OC(C(O)C(O)C2O)C(O)=O)C=C1[18F])C(=O)O|N[C@@H](CC1=CC(OC2OC(C(O)C(O)C2O)C(O)=O)=C(O)C=C1[18F])C(=O)O|O=CO|N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(=O)NCC(O)=O|NCCC1=CC(O)=C(O)C=C1[18F],NCCc1cc(O)c(O)cc1[18F]
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,C=1[C@]2(C(=C(C(C1)=O)O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|P(OCC(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@](F)([C@@H](O)C2)[C@@]4(C(CC3)=CC(=O)C=C4)C)CC1(C)O)C)(O)(O)=O|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)CO)C|C=1[C@]2(C(=CC(C1O)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](CC([C@]23F)=O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|CC1CC2C3CC(C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O)O|C=1[C@]2(C(CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)=O)C(C[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)O)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)CO|C12[C@]3(C(=CC(C1O2)=O)CC[C@H]4[C@H]5[C@](C[C@@H]([C@]34F)O)([C@]([C@H](C5)C)(C(COP(O)(=O)O)=O)O)C)C|C1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)OC5OC(C(C(C5O)O)O)C(O)=O)C)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[CH]([C@]23F)=O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)CO)(C(COP(O)(=O)O)=O)O)C)C|C=1[C@]2(C(=CC(C1)=O)CC[C@H]3[C@H]4[C@](C[C@@H]([C@]23F)O)([C@]([C@H](C4)C)(C(COP(O)(=O)O)O)O)C)C|F[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@H](C3)C)C(=O)CO)(C[C@@H]1O)C)CCC=4[C@]2(C)C=CC(=O)C4,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
