substrate,metabolite,mapped_rxn,pred_rxn,site_truth
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCN(O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCN(O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1>>CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,[CH3:1][S:2](=[O:3])(=[O:4])[CH2:5][CH2:6][N:7](O)[CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]5[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]5)[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1>>[CH3:1][S:2](=[O:3])(=[O:4])[CH2:5][CH2:6][NH:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][n:19][c:20]([NH:21][c:22]4[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]5[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]5)[c:35]([Cl:36])[cH:37]4)[c:38]3[cH:39]2)[o:40]1,CS(=O)(=O)CC[NH:1]Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O>>C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,[NH2:21][c:20]1[n:19][cH:18][c:6](-[c:7]2[cH:8][n:9][n:10]([CH:11]3[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]3)[cH:17]2)[cH:5][c:4]1[OH:3]>>C[C@@H]([O:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][n:9][n:10]([CH:11]3[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]3)[cH:17]2)[cH:18][n:19][c:20]1[NH2:21])c1c(Cl)ccc(F)c1Cl,C[C@H](c1c(Cl)ccc(F)c1Cl)[O:1]c1cc(-c2cnn(C3CCNCC3)c2)cnc1N
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,C[C@H]1C2CC[C@H](C)[C@H]3CCC4(C)OO[C@]23[C@@H](O[C@H]1O)O4,C[C@H]1C2CC[C@H](C)[C@H]3CCC4(C)OO[C@]23[C@@H](O[C@H]1O)O4>>C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,[CH3:7][C@H:6]1[CH:5]2[CH2:4][CH2:3][C@H:2]([CH3:1])[C@H:24]3[CH2:23][CH2:22][C:20]4([CH3:21])[O:27][O:26][C@:25]23[C@@H:18]([O:17][C@H:8]1[OH:9])[O:19]4>>[CH3:1][C@@H:2]1[CH2:3][CH2:4][C@H:5]2[C@@H:6]([CH3:7])[C@H:8]([O:9]C(=O)CCC(=O)O)[O:17][C@@H:18]3[O:19][C@@:20]4([CH3:21])[CH2:22][CH2:23][C@@H:24]1[C@@:25]23[O:26][O:27]4,C[C@@H]1CC[C@H]2[C@@H](C)[C@H]([O:1]C(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(C)(C)N[C@H](CO)C(=O)c1cccc(Cl)c1,CC(C)(C)N[C@H](CO)C(=O)c1cccc(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:5][C:4]([CH3:6])([CH3:7])[NH:3][C@H:2]([CH2:1]O)[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,CC(C)(C)N[C@H](C(=O)c1cccc(Cl)c1)[CH3:1]
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,C[C@H](NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1,C[C@H](NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13](O)[c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,C[C@H](NC(C)(C)C)C(=O)c1cc[cH:1]c(Cl)c1
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,C[C@@H](NC(C)(C)CO)C(=O)c1cccc(Cl)c1,C[C@@H](NC(C)(C)CO)C(=O)c1cccc(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:1][C@@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH2:7]O)[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,C[C@H](NC(C)(C)[CH3:1])C(=O)c1cccc(Cl)c1
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,C[C@@H](NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1,C[C@@H](NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:1][C@@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][c:12](O)[cH:13][c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,C[C@H](NC(C)(C)C)C(=O)c1cc(Cl)c[cH:1]c1
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:1][CH:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH2:7]O)[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,C[C@H](NC(C)(C)[CH3:1])C(=O)c1cccc(Cl)c1
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,C[C@@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,C[C@@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1>>C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,[CH3:1][C@@H:2]1[NH:3][C:4]([CH3:5])([CH3:6])[CH2:7]O[C@:8]1([OH:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1>>[CH3:1][C@H:2]([NH:3][C:4]([CH3:5])([CH3:6])[CH3:7])[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]1,C[C@H](NC(C)(C)[CH3:1])[C:1](c1cccc(Cl)c1)=[O:1]
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1C[N+]([O-])=CCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1C[N+]([O-])=CCCN1S(=O)(=O)c1cccc2cncc(F)c12>>C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,[CH3:1][C@H:2]1[CH2:3][N+:4]([O-])=[CH:5][CH2:6][CH2:7][N:8]1[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][n:18][cH:19][c:20]([F:21])[c:22]12>>[CH3:1][C@H:2]1[CH2:3][NH:4][CH2:5][CH2:6][CH2:7][N:8]1[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][n:18][cH:19][c:20]([F:21])[c:22]12,C[C@H]1C[NH:1][CH2:1]CCN1S(=O)(=O)c1cccc2cncc(F)c12
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNC(=O)CCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNC(=O)CCN1S(=O)(=O)c1cccc2cncc(F)c12>>C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,[CH3:1][C@H:2]1[CH2:3][NH:4][C:5](=O)[CH2:6][CH2:7][N:8]1[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][n:18][cH:19][c:20]([F:21])[c:22]12>>[CH3:1][C@H:2]1[CH2:3][NH:4][CH2:5][CH2:6][CH2:7][N:8]1[S:9](=[O:10])(=[O:11])[c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][n:18][cH:19][c:20]([F:21])[c:22]12,C[C@H]1CN[CH2:1]CCN1S(=O)(=O)c1cccc2cncc(F)c12
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23>>C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([N:7]3[CH2:8][CH2:9][NH:10][CH2:12][CH2:13]3)[c:14]([F:15])[cH:16][c:17]3[c:18](=[O:19])[c:20]([C:21](=[O:22])[OH:23])[cH:24][n:25]1[c:26]23>>[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([N:7]3[CH2:8][CH2:9][N:10](C)[CH2:12][CH2:13]3)[c:14]([F:15])[cH:16][c:17]3[c:18](=[O:19])[c:20]([C:21](=[O:22])[OH:23])[cH:24][n:25]1[c:26]23,C[C@H]1COc2c(N3CC[N:1](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23>>C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([N:7]3[CH2:8][CH2:9][N+:10]([CH3:11])([O-])[CH2:12][CH2:13]3)[c:14]([F:15])[cH:16][c:17]3[c:18](=[O:19])[c:20]([C:21](=[O:22])[OH:23])[cH:24][n:25]1[c:26]23>>[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([N:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH2:13]3)[c:14]([F:15])[cH:16][c:17]3[c:18](=[O:19])[c:20]([C:21](=[O:22])[OH:23])[cH:24][n:25]1[c:26]23,C[C@H]1COc2c(N3CC[N:1](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO>>C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,[CH3:1][C@H:2]1[CH2:3][C@H:4]2[C@@H:5]3[CH2:6][CH2:7][C:8]4=[CH:9][C:10](=[O:11])[CH:12]=[CH:13][C@:14]4([CH3:15])[C@@:16]3([F:17])[C@@H:18]([OH:19])[CH2:20][C@:21]2([CH3:22])[C@@:23]1([OH:24])[C:25](=[O:26])[CH2:27][OH:28]>>[CH3:1][C@H:2]1[CH2:3][C@H:4]2[C@@H:5]3[CH2:6][CH2:7][C:8]4=[CH:9][C:10](=[O:11])[CH:12]=[CH:13][C@:14]4([CH3:15])[C@@:16]3([F:17])[C@@H:18]([OH:19])[CH2:20][C@:21]2([CH3:22])[C@@:23]1([OH:24])[C:25](=[O:26])[CH2:27][O:28]P(=O)(O)O,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)C[O:1]P(=O)(O)O
C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O,C[C@]1(O)CC[C@@H]2[C@H]3CCC4=C(Cl)C(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@]21C,C[C@]1(O)CC[C@@H]2[C@H]3CCC4=C(Cl)C(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@]21C>>C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O,[CH3:22][C@:21]1([OH:23])[CH2:20][CH2:19][C@@H:18]2[C@H:12]3[CH2:11][CH2:10][C:9]4=[C:7]([Cl:8])[C:5](=[O:6])[CH:4]=[CH:3][C@:2]4([CH3:1])[C@@H:13]3[C@@H:14](O)[CH2:15][C@@:16]12[CH3:17]>>[CH3:1][C@:2]12[CH:3]=[CH:4][C:5](=[O:6])[C:7]([Cl:8])=[C:9]1[CH2:10][CH2:11][C@H:12]1[C@H:13]2[CH2:14][CH2:15][C@:16]2([CH3:17])[C@@H:18]1[CH2:19][CH2:20][C@:21]2([CH3:22])[OH:23],C[C@]12C=CC(=O)C(Cl)=C1CC[C@@H]1[C@H]3CC[C@](C)(O)[C@]3(C)C[CH2:1][C@H]12
Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCS(=O)C4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCS(=O)C4)C3)CC2)n(-c2ccccc2)n1>>Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,[CH3:1][c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C@H:9]3[CH2:10][NH:11][C@H:12]([C:13](=[O:14])[N:15]4[CH2:16][CH2:17][S:18](=O)[CH2:19]4)[CH2:20]3)[CH2:21][CH2:22]2)[n:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[n:30]1>>[CH3:1][c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C@H:9]3[CH2:10][NH:11][C@H:12]([C:13](=[O:14])[N:15]4[CH2:16][CH2:17][S:18][CH2:19]4)[CH2:20]3)[CH2:21][CH2:22]2)[n:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[n:30]1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S:1]C4)C3)CC2)n(-c2ccccc2)n1
Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,O=C([C@@H]1C[C@@H](N2CCN(c3cc(CO)nn3-c3ccccc3)CC2)CN1)N1CCSC1,O=C([C@@H]1C[C@@H](N2CCN(c3cc(CO)nn3-c3ccccc3)CC2)CN1)N1CCSC1>>Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,[O:14]=[C:13]([C@@H:12]1[CH2:20][C@@H:9]([N:8]2[CH2:7][CH2:6][N:5]([c:4]3[cH:3][c:2]([CH2:1]O)[n:30][n:23]3-[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH2:22][CH2:21]2)[CH2:10][NH:11]1)[N:15]1[CH2:16][CH2:17][S:18][CH2:19]1>>[CH3:1][c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C@H:9]3[CH2:10][NH:11][C@H:12]([C:13](=[O:14])[N:15]4[CH2:16][CH2:17][S:18][CH2:19]4)[CH2:20]3)[CH2:21][CH2:22]2)[n:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[n:30]1,O=C([C@@H]1C[C@@H](N2CCN(c3cc([CH3:1])nn3-c3ccccc3)CC2)CN1)N1CCSC1
Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)O)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)O)C3)CC2)n(-c2ccccc2)n1>>Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,[CH3:1][c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C@H:9]3[CH2:10][NH:11][C@H:12]([C:13](=[O:14])O)[CH2:20]3)[CH2:21][CH2:22]2)[n:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[n:30]1>>[CH3:1][c:2]1[cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C@H:9]3[CH2:10][NH:11][C@H:12]([C:13](=[O:14])N4CCSC4)[CH2:20]3)[CH2:21][CH2:22]2)[n:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[n:30]1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1>>Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][c:11](O)[cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1,Cc1cc2c(s1)Nc1cc[cH:1]cc1N=C2N1CCN(C)CC1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1>>Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][NH:19][CH2:21][CH2:22]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19](C)[CH2:21][CH2:22]1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N:1](C)CC1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1>>Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,[CH3:20][N:19]1[CH2:18][CH2:17][N:16]([C:15]2=[N:14][c:13]3[cH:12][cH:11][cH:10][cH:9][c:8]3[NH:7][c:5]3[s:6][c:2]([CH2:1]O)[cH:3][c:4]32)[CH2:22][CH2:21]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1,CN1CCN(C2=Nc3ccccc3Nc3sc([CH3:1])cc32)CC1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1>>Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N+:19]([CH3:20])([O-])[CH2:21][CH2:22]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N:1](C)CC1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1>>Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[N:7](C1OC(C(=O)O)C(O)C(O)C1O)[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]1,Cc1cc2c(s1)[NH:1]c1ccccc1N=C2N1CCN(C)CC1
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(CO)ccc1-n1nccn1,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(CO)ccc1-n1nccn1>>Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,[CH3:31][CH:30]1[CH2:29][CH2:28][N:17]([c:18]2[n:19][c:20]3[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]3[o:27]2)[CH2:16][CH2:15][N:14]1[C:12](=[O:13])[c:11]1[cH:32][c:2]([CH2:1]O)[cH:3][cH:4][c:5]1-[n:6]1[n:7][cH:8][cH:9][n:10]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][cH:8][cH:9][n:10]2)[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][N:17]([c:18]3[n:19][c:20]4[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]4[o:27]3)[CH2:28][CH2:29][CH:30]2[CH3:31])[cH:32]1,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc([CH3:1])ccc1-n1nccn1
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2CO)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2CO)c1>>Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][cH:8][cH:9][n:10]2)[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][N:17]([c:18]3[n:19][c:20]4[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]4[o:27]3)[CH2:28][CH2:29][CH:30]2[CH2:31]O)[cH:32]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][cH:8][cH:9][n:10]2)[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][N:17]([c:18]3[n:19][c:20]4[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]4[o:27]3)[CH2:28][CH2:29][CH:30]2[CH3:31])[cH:32]1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2[CH3:1])c1
